Date,Close_AAPL,Close_MSFT,Price_Diff,Price_Ratio,Z_Score
2015-02-13,28.34331894,37.52658844,-9.183269499999998,0.7552863214655705,1.0971327189663103
2015-02-17,28.51059151,37.54381561,-9.033224100000002,0.7593951506198546,1.0704491429799672
2015-02-18,28.70908356,37.50073242,-8.791648859999999,0.765560609282628,1.07399956243613
2015-02-19,28.64886665,37.47489166,-8.826025009999999,0.7644816403986904,0.9946688449452616
2015-02-20,28.88305855,37.78503418,-8.901975629999995,0.7644047220496654,0.9082028390187719
2015-02-23,29.66367149,38.03486252,-8.371191029999999,0.7799074197889332,1.013140950432159
2015-02-24,29.47856331,37.98317337,-8.504610060000005,0.7760953257602972,0.908545365478558
2015-02-25,28.72469902,37.89701462,-9.172315600000001,0.7579673308841761,0.6350825561565099
2015-02-26,29.0882473,37.95733261,-8.869085310000003,0.7663406593627865,0.6867447434708589
2015-02-27,28.65110588,37.77641296,-9.125307080000002,0.7584390267635405,0.5460349910900884
2015-03-02,28.79161453,37.80226898,-9.01065445,0.7616372060955585,0.537466625621131
2015-03-03,28.85182953,37.28536224,-8.433532709999998,0.7738111633269196,0.7171074920154821
2015-03-04,28.6689415,37.09584427,-8.426902770000002,0.7728343178102305,0.6795566254741383
2015-03-05,28.1938839,37.13891602,-8.945032120000004,0.7591466558910084,0.39073146903664546
2015-03-06,28.23625565,36.49279022,-8.256534570000003,0.7737488824443196,0.72242522341939
2015-03-09,28.35669708,36.91492844,-8.558231359999997,0.7681634037592625,0.536191112816725
2015-03-10,27.77011108,36.20849609,-8.438385009999998,0.7669501381933812,0.8224529595184078
2015-03-11,27.26382446,36.16542435,-8.901599890000004,0.753864359398841,0.07216673459568472
2015-03-12,27.75673294,35.33839798,-7.581665040000004,0.7854553269706539,2.7519931750608215
2015-03-13,27.56492233,35.64852905,-8.083606719999999,0.7732415071415127,1.5585570489979368
2015-03-16,27.86824799,35.80360031,-7.93535232,0.778364403264114,1.7414381609427843
2015-03-17,28.33439445,35.92420578,-7.58981133,0.788727094581296,2.149986764017822
2015-03-18,28.65333176,36.61339951,-7.96006775,0.7825914048809941,1.3585910721134977
2015-03-19,28.43698883,36.43250275,-7.995513919999997,0.7805389880880473,1.20687303312503
2015-03-20,28.08012962,36.94076538,-8.860635760000001,0.7601393563762701,-0.4071236149845854
2015-03-23,28.37229729,36.92353821,-8.551240919999998,0.7684067850874576,0.1078162158226756
2015-03-24,28.2563324,36.95801163,-8.70167923,0.7645522893083196,-0.2742055518208515
2015-03-25,27.51807976,35.717453,-8.19937324,0.7704379077645878,0.7695665294979983
2015-03-26,27.70988464,35.50207138,-7.792186739999998,0.7805145886673613,1.5678752184432672
2015-03-27,27.48908997,35.2953186,-7.806228630000003,0.7788310478659342,1.4245525351778352
2015-03-30,28.1849556,35.28670883,-7.1017532300000035,0.7987414109880873,2.5071667224991017
2015-03-31,27.75226784,35.02826309,-7.275995250000005,0.7922821570882519,1.9654738822340798
2015-04-01,27.71212387,35.07995224,-7.367828369999998,0.7899703990589014,1.6466409463861162
2015-04-02,27.95076942,34.70951462,-6.7587452,0.8052768736758555,2.347540168131344
2015-04-06,28.40353394,35.7949791,-7.39144516,0.7935060909142981,1.2592034693067056
2015-04-07,28.10467148,35.77775574,-7.673084260000003,0.7855347798849944,0.7762286619789858
2015-04-08,28.01321983,35.68298721,-7.66976738,0.7850581473220779,0.7346175295405775
2015-04-09,28.22733307,35.73468018,-7.507347109999998,0.7899142493458857,0.9269855292607753
2015-04-10,28.34777451,35.94143295,-7.593658439999999,0.7887213219750049,0.7359806718891004
2015-04-13,28.2920208,35.97590256,-7.683881760000002,0.7864158724806152,0.5400275974555288
2015-04-14,28.16935349,35.88113785,-7.711784360000003,0.7850741413987794,0.4413734703217176
2015-04-15,28.27640724,36.40664291,-8.130235670000001,0.776682632065292,-0.32918373893663033
2015-04-16,28.14035034,36.32049561,-8.18014527,0.7747788092476418,-0.438795634624968
2015-04-17,27.82364464,35.85528183,-8.031637190000001,0.7759984922701136,-0.23751679597098552
2015-04-20,28.45928764,36.96660995,-8.50732231,0.7698646881197176,-1.130196913537371
2015-04-21,28.30539703,36.73400116,-8.428604129999997,0.7705503385463497,-0.9970294674938986
2015-04-22,28.68679047,37.03552628,-8.34873581,0.7745749379425316,-0.8529396569674893
2015-04-23,28.92097473,37.33703995,-8.416065219999997,0.7745920610934773,-1.068125479966761
2015-04-24,29.057024,41.23961258,-12.182588580000001,0.7045901302693567,-4.49857814188226
2015-04-27,29.58561516,41.37744522,-11.791830059999999,0.715017928310848,-3.1603684716644476
2015-04-28,29.1194725,42.35092926,-13.23145676,0.6875757630070004,-3.3219998559471255
2015-04-29,28.69124603,42.26480103,-13.573555000000002,0.6788449331545332,-2.881894265229207
2015-04-30,27.91285515,41.90296555,-13.990110399999999,0.666130780569539,-2.617753122100814
2015-05-01,28.76038933,41.92019272,-13.159803390000004,0.6860748356311468,-1.970074835111606
